     66.00,    840.00,         0,     97.00,    114.00,    198.00,     18.00,     18.00,     18.00,      7.00,      7.00,      7.00,      7.00
     67.00,    758.00,         0,     89.00,     99.00,    179.00,     17.00,     17.00,     17.00,      6.00,      6.00,      6.00,      6.00
     68.00,    685.00,         0,     82.00,     87.00,    163.00,     15.00,     15.00,     15.00,      5.00,      5.00,      5.00,      5.00
     69.00,    618.00,         0,     76.00,     75.00,    148.00,     14.00,     14.00,     14.00,      4.00,      4.00,      4.00,      4.00
     70.00,    558.00,         0,     70.00,     66.00,    135.00,     13.00,     13.00,     13.00,      3.00,      3.00,      3.00,      3.00
     71.00,    504.00,         0,     65.00,     57.00,    122.00,     12.00,     12.00,     12.00,      3.00,      3.00,      3.00,      3.00
     72.00,    455.00,         0,     60.00,     50.00,    111.00,     11.00,     11.00,     11.00,      2.00,      2.00,      2.00,      2.00
     73.00,    411.00,         0,     56.00,     44.00,    101.00,     10.00,     10.00,     10.00,      2.00,      2.00,      2.00,      2.00
     74.00,    371.00,         0,     51.00,     38.00,     92.00,      9.00,      9.00,      9.00,      2.00,      2.00,      2.00,      2.00
     75.00,    336.00,         0,     47.00,     33.00,     84.00,      8.00,      8.00,      8.00,      1.00,      1.00,      1.00,      1.00
     76.00,    303.00,         0,     44.00,     29.00,     76.00,      8.00,      8.00,      8.00,      1.00,      1.00,      1.00,      1.00
     77.00,    274.00,         0,     41.00,     25.00,     69.00,      7.00,      7.00,      7.00,      1.00,      1.00,      1.00,      1.00
     78.00,    247.00,         0,     38.00,     22.00,     63.00,      7.00,      7.00,      7.00,      1.00,      1.00,      1.00,      1.00
     79.00,    223.00,         0,     35.00,     19.00,     57.00,      6.00,      6.00,      6.00,      1.00,      1.00,      1.00,      1.00
     80.00,    202.00,         0,     32.00,     17.00,     52.00,      5.00,      5.00,      5.00,      1.00,      1.00,      1.00,      1.00
     81.00,    182.00,         0,     30.00,     15.00,     47.00,      5.00,      5.00,      5.00,         0,         0,         0,         0
     82.00,    165.00,         0,     28.00,     13.00,     43.00,      5.00,      5.00,      5.00,         0,         0,         0,         0
     83.00,    149.00,         0,     26.00,     11.00,     39.00,      4.00,      4.00,      4.00,         0,         0,         0,         0
     84.00,    134.00,         0,     24.00,     10.00,     36.00,      4.00,      4.00,      4.00,         0,         0,         0,         0
     85.00,    121.00,         0,     22.00,      9.00,     33.00,      4.00,      4.00,      4.00,         0,         0,         0,         0
     86.00,    110.00,         0,     20.00,      7.00,     30.00,      3.00,      3.00,      3.00,         0,         0,         0,         0
     87.00,     99.00,         0,     19.00,      6.00,     27.00,      3.00,      3.00,      3.00,         0,         0,         0,         0
     88.00,     89.00,         0,     17.00,      6.00,     25.00,      3.00,      3.00,      3.00,         0,         0,         0,         0
     89.00,     81.00,         0,     16.00,      5.00,     22.00,      3.00,      3.00,      3.00,         0,         0,         0,         0
     90.00,     73.00,         0,     15.00,      4.00,     20.00,      2.00,      2.00,      2.00,         0,         0,         0,         0
     91.00,     66.00,         0,     14.00,      4.00,     19.00,      2.00,      2.00,      2.00,         0,         0,         0,         0
     92.00,     60.00,         0,     13.00,      3.00,     17.00,      2.00,      2.00,      2.00,         0,         0,         0,         0
     93.00,     54.00,         0,     12.00,      3.00,     15.00,      2.00,      2.00,      2.00,         0,         0,         0,         0
     94.00,     49.00,         0,     11.00,      3.00,     14.00,      2.00,      2.00,      2.00,         0,         0,         0,         0
     95.00,     44.00,         0,     10.00,      2.00,     13.00,      2.00,      2.00,      2.00,         0,         0,         0,         0
     96.00,     40.00,         0,     10.00,      2.00,     12.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
     97.00,     36.00,         0,      9.00,      2.00,     11.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
     98.00,     32.00,         0,      8.00,      1.00,     10.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
     99.00,     29.00,         0,      8.00,      1.00,      9.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
    100.00,     26.00,         0,      7.00,      1.00,      8.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
    101.00,     24.00,         0,      7.00,      1.00,      7.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
    102.00,     22.00,         0,      6.00,      1.00,      7.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
    103.00,     20.00,         0,      6.00,      1.00,      6.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
    104.00,     18.00,         0,      5.00,      1.00,      6.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
    105.00,     16.00,         0,      5.00,      1.00,      5.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
    106.00,     14.00,         0,      5.00,         0,      5.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
    107.00,     13.00,         0,      4.00,         0,      4.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
    108.00,     12.00,         0,      4.00,         0,      4.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
    109.00,     11.00,         0,      4.00,         0,      4.00,      1.00,      1.00,      1.00,         0,         0,         0,         0
    110.00,     10.00,         0,      3.00,         0,      3.00,         0,         0,         0,         0,         0,         0,         0
    111.00,      9.00,         0,      3.00,         0,      3.00,         0,         0,         0,         0,         0,         0,         0
    112.00,      8.00,         0,      3.00,         0,      3.00,         0,         0,         0,         0,         0,         0,         0
    113.00,      7.00,         0,      3.00,         0,      2.00,         0,         0,         0,         0,         0,         0,         0
    114.00,      6.00,         0,      3.00,         0,      2.00,         0,         0,         0,         0,         0,         0,         0
    115.00,      6.00,         0,      2.00,         0,      2.00,         0,         0,         0,         0,         0,         0,         0
    116.00,      5.00,         0,      2.00,         0,      2.00,         0,         0,         0,         0,         0,         0,         0
    117.00,      5.00,         0,      2.00,         0,      2.00,         0,         0,         0,         0,         0,         0,         0
    118.00,      4.00,         0,      2.00,         0,      2.00,         0,         0,         0,         0,         0,         0,         0
    119.00,      4.00,         0,      2.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0
    120.00,      3.00,         0,      2.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0
    121.00,      3.00,         0,      2.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0
    122.00,      3.00,         0,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0
    123.00,      3.00,         0,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0
    124.00,      2.00,         0,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0
    125.00,      2.00,         0,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0
    126.00,      2.00,         0,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0
    127.00,      2.00,         0,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0
    128.00,      2.00,         0,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0
    129.00,      1.00,         0,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0
    130.00,      1.00,         0,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0
    131.00,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0
    132.00,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0
    133.00,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0
    134.00,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0
    135.00,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0
    136.00,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0
    137.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    138.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    139.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    140.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    141.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    142.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    143.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    144.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    145.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    146.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    147.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    148.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    149.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    150.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
